transaction_id,date,transaction_year,branch_id,branch_name,kota,provinsi,rating_transaction,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba_pct,nett_sales,nett_profit,total_transactions,total_profit,total_sales
TRX7929336,2022-08-08,2022,65584,Kimia Farma - Apotek,Semarang,Jawa Tengah,5.0,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98513.184000000008,492565.92
TRX8983138,2022-06-25,2022,83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.2,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123160.576,615802.88
TRX6528760,2020-11-15,2020,91503,Kimia Farma - Apotek,Solok,Sumatera Barat,4.1,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123081.728,615408.64
TRX2359721,2020-07-04,2020,14799,Kimia Farma - Apotek,Ambon,Maluku,4.6,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,73907.680000000008,369538.4
TRX5458699,2022-03-19,2022,47691,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,3.9,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,73863.328000000009,369316.64
TRX4862580,2022-03-30,2022,96172,Kimia Farma - Apotek,Tangerang,Banten,3.9,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,49262.752,246313.76
TRX4978391,2022-03-14,2022,87583,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.6,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98520.576,492602.88
TRX8219934,2023-11-17,2023,13953,Kimia Farma - Apotek,Ternate,Maluku Utara,4.8,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123116.224,615581.12
TRX5232719,2021-06-04,2021,15586,Kimia Farma - Apotek,Medan,Sumatera Utara,4.6,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98486.08,492430.4
TRX2914942,2021-12-16,2021,89154,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.5,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,49262.752,246313.76
TRX7429805,2021-09-01,2021,61344,Kimia Farma - Apotek,Padang,Sumatera Barat,4.7,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,73885.504,369427.52
TRX8946206,2021-12-22,2021,65560,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.7,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123138.40000000001,615692.0
TRX7786865,2023-12-09,2023,39527,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.6,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,73892.896000000008,369464.48
TRX8775602,2021-10-08,2021,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98525.504,492627.52
TRX7496229,2022-12-24,2022,28401,Kimia Farma - Apotek,Magelang,Jawa Tengah,3.9,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,49257.824,246289.12
TRX3195665,2023-08-02,2023,55000,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.0,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123135.93600000002,615679.68
TRX9625016,2023-07-27,2023,57562,Kimia Farma - Apotek,Probolinggo,Jawa Timur,5.0,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,24640.0,123200.0
TRX5609523,2021-06-01,2021,31604,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.4,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123145.792,615728.96
TRX5476791,2020-04-30,2020,98443,Kimia Farma - Apotek,Banda Aceh,Aceh,4.5,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,24640.0,123200.0
TRX2565618,2023-06-30,2023,33006,Kimia Farma - Apotek,Karawang,Jawa Barat,4.7,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,147731.584,738657.92
TRX7589156,2021-11-04,2021,31604,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.4,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,123145.792,615728.96
TRX1907619,2023-03-22,2023,75181,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.4,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,24640.0,123200.0
TRX5980766,2023-04-05,2023,28053,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.1,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98503.328000000009,492516.64
TRX9442961,2022-07-11,2022,60964,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.3,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,98518.112000000008,492590.56
TRX6188633,2020-04-03,2020,99281,Kimia Farma - Apotek,Dumai,Riau,4.2,KF568,"Psycholeptics drugs, Anxiolytic drugs",123200,0.0,20.0,123200.0,24640.0,1,73895.36,369476.8
TRX6644357,2022-02-07,2022,15917,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47263.452,315089.68
TRX3102749,2023-04-23,2023,45962,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59064.54,393763.6
TRX8151878,2020-11-10,2020,90277,Kimia Farma - Apotek,Sorong,Papua Barat,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47255.178,315034.52
TRX2700735,2020-06-09,2020,60481,Kimia Farma - Apotek,Pekanbaru,Riau,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,70850.262,472335.08
TRX5014428,2022-02-27,2022,93257,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,70871.538,472476.92000000004
TRX3942793,2023-10-11,2023,20102,Kimia Farma - Apotek,Pekanbaru,Riau,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,70854.989999999991,472366.6
TRX2164307,2020-12-05,2020,73804,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23632.908,157552.72
TRX7885712,2022-11-08,2022,41451,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47258.724,315058.16000000003
TRX3042980,2023-11-04,2023,88089,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,82683.264,551221.76
TRX1821409,2023-04-21,2023,93878,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.5,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,82693.902,551292.67999999993
TRX7443641,2023-12-09,2023,35044,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23636.453999999998,157576.36
TRX1137484,2022-06-17,2022,55171,Kimia Farma - Apotek,Ambon,Maluku,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23640.0,157600.0
TRX9976973,2023-03-13,2023,90382,Kimia Farma - Apotek,Kuningan,Jawa Barat,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35452.907999999996,236352.72
TRX7559357,2022-12-25,2022,65560,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX1365043,2023-07-20,2023,27076,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59044.446,393629.64
TRX6467062,2021-09-20,2021,29460,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.5,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35438.724,236258.16
TRX8367655,2022-02-21,2022,61880,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,70866.81,472445.4
TRX2706300,2023-07-18,2023,96172,Kimia Farma - Apotek,Tangerang,Banten,3.9,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35450.544,236336.96000000002
TRX4868113,2021-01-24,2021,99950,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35445.816,236305.44
TRX5003138,2022-01-19,2022,13089,Kimia Farma - Apotek,Subang,Jawa Barat,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59069.268,393795.12
TRX4602568,2021-09-20,2021,30333,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35437.542,236250.28
TRX9179643,2021-08-14,2021,98837,Kimia Farma - Apotek,Bandung,Jawa Barat,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59068.086,393787.24
TRX8857278,2021-03-14,2021,33816,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35448.18,236321.2
TRX5574233,2021-04-27,2021,14773,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47246.903999999995,314979.36
TRX9670961,2022-01-08,2022,15917,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47263.452,315089.68
TRX1414340,2020-07-02,2020,56877,Kimia Farma - Apotek,Subang,Jawa Barat,4.9,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX7982619,2020-08-13,2020,73436,Kimia Farma - Apotek,Jambi,Jambi,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35439.906,236266.04
TRX3101344,2020-10-01,2020,44554,Kimia Farma - Apotek,Tebing Tinggi,Sumatera Utara,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,82660.806,551072.04
TRX7543126,2023-07-10,2023,85716,Kimia Farma - Apotek,Malang,Jawa Timur,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59063.358,393755.72
TRX1466585,2021-05-09,2021,13307,Kimia Farma - Apotek,Jambi,Jambi,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59055.084,393700.56
TRX2526013,2023-07-01,2023,55000,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23630.543999999998,157536.96
TRX1471308,2022-05-14,2022,12174,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,106279.53,708530.2
TRX4924009,2021-05-13,2021,94162,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47243.358,314955.72
TRX4575191,2023-07-16,2023,81965,Kimia Farma - Apotek,Denpasar,Bali,3.9,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59056.265999999996,393708.44
TRX9774511,2020-02-01,2020,61344,Kimia Farma - Apotek,Padang,Sumatera Barat,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,70875.084,472500.56
TRX3917108,2023-06-10,2023,55171,Kimia Farma - Apotek,Ambon,Maluku,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23640.0,157600.0
TRX3525034,2022-01-17,2022,58132,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.5,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23625.816,157505.44
TRX8658864,2022-12-14,2022,75046,Kimia Farma - Apotek,Denpasar,Bali,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47262.270000000004,315081.80000000005
TRX4891930,2022-08-12,2022,22494,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.2,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59059.812,393732.08
TRX3634363,2021-06-07,2021,88089,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,82683.264,551221.76
TRX5653379,2021-01-15,2021,80802,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.9,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX4654774,2020-10-01,2020,44221,Kimia Farma - Apotek,Garut,Jawa Barat,4.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47248.086,314987.24
TRX5414613,2022-02-14,2022,16158,Kimia Farma - Apotek,Subang,Jawa Barat,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23626.998,157513.32
TRX9473645,2022-03-03,2022,57196,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47257.542,315050.28
TRX1822196,2022-03-15,2022,35365,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.5,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,23638.818,157592.12
TRX9189911,2021-10-20,2021,30119,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX2624107,2020-04-12,2020,65584,Kimia Farma - Apotek,Semarang,Jawa Tengah,5.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35449.362,236329.08000000002
TRX7785164,2022-05-20,2022,33488,Kimia Farma - Apotek,Denpasar,Bali,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX9863153,2022-02-06,2022,85216,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47248.085999999996,314987.24
TRX9520341,2022-07-09,2022,61194,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35430.45,236203.0
TRX8886476,2020-02-16,2020,57026,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX4691861,2023-07-15,2023,30282,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35444.634,236297.56
TRX9761081,2021-01-17,2021,12027,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35439.905999999995,236266.03999999998
TRX6268625,2021-03-03,2021,14798,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX4584108,2020-09-22,2020,35964,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.3,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX8262555,2023-04-18,2023,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35429.268000000004,236195.12
TRX3174807,2023-11-25,2023,65823,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.9,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35435.178,236234.52
TRX9770519,2021-11-19,2021,67859,Kimia Farma - Apotek,Karawang,Jawa Barat,4.5,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47252.814,315018.76
TRX3758992,2020-03-23,2020,66525,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.7,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,59066.903999999995,393779.36
TRX5509784,2022-07-04,2022,70395,Kimia Farma - Apotek,Medan,Sumatera Utara,4.6,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35439.905999999995,236266.03999999998
TRX7776649,2021-11-30,2021,60936,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35437.542,236250.28
TRX7889934,2020-03-22,2020,22764,Kimia Farma - Apotek,Denpasar,Bali,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47248.085999999996,314987.24
TRX5541957,2020-12-06,2020,34591,Kimia Farma - Apotek,Jayapura,Papua,4.4,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,11820.0,78800.0
TRX6503818,2020-03-25,2020,59260,Kimia Farma - Apotek,Ambon,Maluku,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,47270.544,315136.96
TRX1076486,2021-09-10,2021,40699,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.1,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",78800,0.0,15.0,78800.0,11820.0,1,35436.36,236242.4
TRX9019754,2020-07-09,2020,99442,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.9,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118614.53600000001,593072.68
TRX8915488,2020-04-17,2020,43007,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71179.642,355898.21
TRX8471727,2020-09-29,2020,35860,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71189.138,355945.69
TRX9924407,2020-07-02,2020,82564,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118635.902,593179.51
TRX8457950,2022-09-09,2022,56380,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.1,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94917.268000000011,474586.34
TRX5298731,2020-06-30,2020,32325,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.4,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94914.894,474574.47000000003
TRX3824086,2023-08-18,2023,21659,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94924.390000000014,474621.95
TRX4536886,2023-09-20,2023,14756,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.3,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71182.016,355910.08
TRX8709901,2021-02-18,2021,86667,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.6,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,47472.878,237364.39
TRX2488820,2020-06-17,2020,16040,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71193.886,355969.43
TRX7310288,2021-08-04,2021,30842,Kimia Farma - Apotek,Dumai,Riau,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,23740.0,118700.0
TRX7913087,2023-01-06,2023,21659,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94924.390000000014,474621.95
TRX3830853,2021-05-24,2021,49584,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.6,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,142352.162,711760.81
TRX5170652,2023-03-13,2023,26269,Kimia Farma - Apotek,Garut,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94884.032,474420.16000000003
TRX5231712,2020-12-03,2020,61880,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94903.024,474515.12
TRX1881960,2020-03-03,2020,54372,Kimia Farma - Apotek,Padang,Sumatera Barat,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94922.016,474610.08
TRX1485834,2023-01-05,2023,82564,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118635.902,593179.51
TRX1632789,2020-05-29,2020,85549,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94893.528,474467.64
TRX7059809,2023-03-01,2023,71355,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118631.15400000001,593155.77
TRX7838222,2021-09-12,2021,95971,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71158.276000000013,355791.38
TRX5799389,2020-10-21,2020,83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71196.26,355981.3
TRX7892528,2023-05-16,2023,98818,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.6,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118633.528,593167.64
TRX1974060,2021-03-03,2021,85216,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94910.146000000008,474550.73
TRX1843034,2021-12-04,2021,84189,Kimia Farma - Apotek,Ciamis,Jawa Barat,5.0,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94895.902,474479.51
TRX9070462,2023-05-17,2023,98345,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.7,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,47456.26,237281.3
TRX4726965,2022-08-14,2022,19224,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.4,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,71191.512,355957.56
TRX7355678,2020-05-01,2020,49403,Kimia Farma - Apotek,Kuningan,Jawa Barat,3.9,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,47472.878,237364.39
TRX2815161,2023-11-01,2023,62312,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.5,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,94914.894,474574.47
TRX5359834,2020-08-04,2020,65902,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.2,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,118624.032,593120.16
TRX6177774,2022-07-14,2022,63214,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,KF260,"Other analgesics and antipyretics, Pyrazolones and Anilides",118700,0.0,20.0,118700.0,23740.0,1,142352.162,711760.81
